Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
Hypothyroidism,fatigue,cold_hands_and_feets,mood_swings,lethargy
Varicose veins,fatigue,cramps,bruising,obesity
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Peptic ulcer diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases
Malaria,chills,vomiting,high_fever,headache
Pneumonia,chills,fatigue,cough,high_fever
Tuberculosis,chills,vomiting,fatigue,weight_loss
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Fungal infection,itching,skin_rash,nodal_skin_eruptions,
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
Malaria,chills,vomiting,high_fever,sweating
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
AIDS,muscle_wasting,patches_in_throat,high_fever,
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Acne,skin_rash,pus_filled_pimples,blackheads,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,spinning_movements,loss_of_balance
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Hepatitis D,joint_pain,vomiting,yellowish_skin,dark_urine
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
Common Cold,continuous_sneezing,chills,fatigue,high_fever
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Varicose veins,fatigue,cramps,bruising,obesity
Bronchial Asthma,fatigue,cough,high_fever,breathlessness
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Hepatitis E,vomiting,fatigue,high_fever,yellowish_skin
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
Tuberculosis,chills,vomiting,fatigue,weight_loss
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Typhoid,chills,vomiting,fatigue,high_fever
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium
Jaundice,itching,fatigue,weight_loss,high_fever
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
Heart attack,vomiting,breathlessness,chest_pain,
GERD,stomach_pain,ulcers_on_tongue,vomiting,cough
Heart attack,breathlessness,sweating,chest_pain,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Jaundice,itching,vomiting,fatigue,high_fever
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Psoriasis,skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails
Varicose veins,fatigue,cramps,bruising,obesity
Osteoarthristis,joint_pain,neck_pain,knee_pain,swelling_joints
Malaria,chills,vomiting,high_fever,sweating
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Acne,skin_rash,pus_filled_pimples,blackheads,scurring
Hypoglycemia,vomiting,fatigue,anxiety,sweating
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Common Cold,continuous_sneezing,chills,fatigue,high_fever
Acne,skin_rash,pus_filled_pimples,scurring,
Chronic cholestasis,itching,yellowish_skin,nausea,loss_of_appetite
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium
Common Cold,continuous_sneezing,chills,fatigue,cough
Pneumonia,chills,fatigue,cough,high_fever
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Alcoholic hepatitis,vomiting,yellowish_skin,swelling_of_stomach,distention_of_abdomen
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Psoriasis,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails
Paralysis (brain hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,
Hepatitis B,itching,fatigue,lethargy,yellowish_skin
Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea
Pneumonia,chills,cough,high_fever,breathlessness
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
AIDS,patches_in_throat,high_fever,extra_marital_contacts,
Common Cold,continuous_sneezing,chills,fatigue,cough
Chicken pox,itching,skin_rash,fatigue,high_fever
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Tuberculosis,chills,vomiting,fatigue,weight_loss
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Bronchial Asthma,fatigue,cough,high_fever,breathlessness
Varicose veins,fatigue,cramps,bruising,obesity
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition
Allergy,shivering,chills,watering_from_eyes,
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
Hypertension ,headache,chest_pain,dizziness,loss_of_balance
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Jaundice,vomiting,fatigue,weight_loss,high_fever
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
(vertigo) Paroymsal  Positional Vertigo,vomiting,nausea,spinning_movements,loss_of_balance
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Typhoid,chills,vomiting,fatigue,high_fever
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Acne,skin_rash,pus_filled_pimples,scurring,
Hepatitis E,joint_pain,vomiting,fatigue,high_fever
Jaundice,itching,vomiting,fatigue,weight_loss
Varicose veins,fatigue,cramps,bruising,obesity
Typhoid,chills,vomiting,fatigue,high_fever
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Tuberculosis,chills,vomiting,fatigue,weight_loss
(vertigo) Paroymsal  Positional Vertigo,headache,nausea,spinning_movements,loss_of_balance
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Hepatitis B,itching,fatigue,yellowish_skin,dark_urine
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Hepatitis E,joint_pain,vomiting,fatigue,yellowish_skin
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea
Migraine,acidity,indigestion,headache,excessive_hunger
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance
Tuberculosis,chills,vomiting,fatigue,weight_loss
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Dengue,skin_rash,chills,joint_pain,vomiting
Jaundice,itching,vomiting,fatigue,weight_loss
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,lethargy
Fungal infection,itching,nodal_skin_eruptions,dischromic _patches,
Heart attack,vomiting,breathlessness,sweating,chest_pain
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium
Hepatitis E,joint_pain,vomiting,fatigue,high_fever
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Hypoglycemia,vomiting,anxiety,sweating,headache
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
Malaria,chills,vomiting,high_fever,sweating
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Dengue,skin_rash,chills,joint_pain,fatigue
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Varicose veins,fatigue,cramps,bruising,obesity
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Drug Reaction,itching,stomach_pain,burning_micturition,spotting_ urination
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Bronchial Asthma,fatigue,cough,high_fever,breathlessness
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Heart attack,breathlessness,sweating,chest_pain,
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze
Jaundice,itching,vomiting,fatigue,weight_loss
Varicose veins,fatigue,cramps,bruising,obesity
Acne,skin_rash,pus_filled_pimples,blackheads,scurring
Pneumonia,chills,fatigue,cough,high_fever
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea
Malaria,chills,vomiting,high_fever,sweating
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Hepatitis C,fatigue,yellowish_skin,nausea,yellowing_of_eyes
Migraine,indigestion,headache,blurred_and_distorted_vision,excessive_hunger
Allergy,shivering,chills,watering_from_eyes,
Heart attack,vomiting,breathlessness,sweating,chest_pain
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Typhoid,chills,vomiting,fatigue,high_fever
Bronchial Asthma,fatigue,cough,high_fever,breathlessness
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
Pneumonia,chills,fatigue,cough,high_fever
Heart attack,vomiting,breathlessness,sweating,chest_pain
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Hypertension ,chest_pain,dizziness,loss_of_balance,lack_of_concentration
Hepatitis E,joint_pain,vomiting,fatigue,high_fever
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
Dengue,skin_rash,chills,joint_pain,vomiting
Hypertension ,chest_pain,dizziness,loss_of_balance,lack_of_concentration
Hypoglycemia,vomiting,fatigue,anxiety,sweating
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea
Dengue,skin_rash,chills,joint_pain,vomiting
Common Cold,continuous_sneezing,chills,fatigue,cough
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Hepatitis D,joint_pain,vomiting,fatigue,yellowish_skin
Alcoholic hepatitis,vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium
Diabetes ,fatigue,weight_loss,restlessness,lethargy
Heart attack,vomiting,breathlessness,chest_pain,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Malaria,vomiting,high_fever,sweating,headache
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Diabetes ,fatigue,weight_loss,restlessness,lethargy
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Typhoid,chills,vomiting,fatigue,high_fever
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
Chicken pox,itching,skin_rash,fatigue,lethargy
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Cervical spondylosis,weakness_in_limbs,neck_pain,dizziness,loss_of_balance
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
Jaundice,itching,vomiting,fatigue,high_fever
Acne,skin_rash,pus_filled_pimples,blackheads,scurring
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Impetigo,skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes
Bronchial Asthma,fatigue,cough,high_fever,breathlessness
Hypertension ,headache,chest_pain,loss_of_balance,lack_of_concentration
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
Tuberculosis,chills,vomiting,fatigue,weight_loss
Typhoid,chills,vomiting,fatigue,high_fever
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic _patches
Dengue,skin_rash,chills,joint_pain,vomiting
Chicken pox,itching,skin_rash,fatigue,lethargy
Fungal infection,itching,skin_rash,nodal_skin_eruptions,
Gastroenteritis,vomiting,sunken_eyes,diarrhoea,
Jaundice,itching,vomiting,fatigue,weight_loss
GERD,stomach_pain,acidity,vomiting,cough
Acne,skin_rash,pus_filled_pimples,blackheads,scurring
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine
Dimorphic hemmorhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool
Acne,skin_rash,pus_filled_pimples,blackheads,scurring
Malaria,chills,vomiting,high_fever,headache
Hepatitis B,itching,fatigue,lethargy,dark_urine
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea
Heart attack,vomiting,breathlessness,sweating,chest_pain
Hepatitis C,fatigue,yellowish_skin,nausea,loss_of_appetite
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Dengue,skin_rash,chills,joint_pain,vomiting
Pneumonia,chills,fatigue,cough,high_fever
AIDS,muscle_wasting,high_fever,extra_marital_contacts,
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition
Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting
Impetigo,skin_rash,high_fever,blister,red_sore_around_nose
Paralysis (brain hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,
Common Cold,continuous_sneezing,chills,fatigue,high_fever
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Chicken pox,itching,skin_rash,fatigue,lethargy
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Acne,skin_rash,pus_filled_pimples,blackheads,scurring
GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness
Hypertension ,headache,chest_pain,dizziness,loss_of_balance
Psoriasis,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails
Dengue,skin_rash,chills,joint_pain,fatigue
Dengue,skin_rash,chills,joint_pain,vomiting
Migraine,acidity,indigestion,headache,blurred_and_distorted_vision
Common Cold,continuous_sneezing,chills,fatigue,cough
AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts
Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium
Typhoid,chills,vomiting,fatigue,high_fever
Heart attack,vomiting,breathlessness,sweating,chest_pain
Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition
Jaundice,itching,vomiting,fatigue,weight_loss
Chronic cholestasis,itching,vomiting,yellowish_skin,nausea
Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,loss_of_balance
hepatitis A,joint_pain,vomiting,yellowish_skin,dark_urine
Malaria,chills,vomiting,high_fever,sweating
Diabetes ,fatigue,weight_loss,lethargy,irregular_sugar_level
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings
Hypoglycemia,vomiting,fatigue,anxiety,sweating
Hepatitis E,joint_pain,vomiting,fatigue,high_fever
